transaction_id,customer_id,amount,timestamp,location_city,lat,lon,merchant_type,device_id,payment_mode,is_fraud
TXN_000501,CUST_0474,399.37,2026-04-12 19:46:04.522932,New York,40.7128,-74.006,Entertainment,DEV_0071,Wire Transfer,0
TXN_003357,CUST_0059,265.0,2026-04-12 19:48:02.522932,Mumbai,19.076,72.8777,Online,DEV_0069,Credit Card,0
TXN_003462,CUST_0180,19.62,2026-04-12 19:48:05.522932,Mumbai,19.076,72.8777,Food,DEV_0197,Wire Transfer,0
TXN_001824,CUST_0439,53.94,2026-04-12 19:50:31.522932,Singapore,1.3521,103.8198,Retail,DEV_0057,Mobile Wallet,0
TXN_004966,CUST_0197,88.68,2026-04-12 19:59:32.522932,Singapore,1.3521,103.8198,Retail,DEV_0024,Debit Card,0
TXN_000725,CUST_0301,160.61,2026-04-12 20:02:50.522932,Tokyo,35.6895,139.6917,Online,DEV_0019,Credit Card,0
TXN_000606,CUST_0390,238.33,2026-04-12 20:23:47.522932,Singapore,1.3521,103.8198,Food,DEV_0240,Mobile Wallet,0
TXN_003758,CUST_0267,48.55,2026-04-12 20:34:26.522932,Tokyo,35.6895,139.6917,Retail,DEV_0103,Debit Card,0
TXN_002822,CUST_0152,16.99,2026-04-12 20:41:05.522932,Mumbai,19.076,72.8777,Health,DEV_0239,Wire Transfer,0
TXN_003937,CUST_0393,26.51,2026-04-12 21:09:20.522932,New York,40.7128,-74.006,Entertainment,DEV_0183,Debit Card,0
TXN_002904,CUST_0007,140.29,2026-04-12 21:23:42.522932,Dubai,25.2048,55.2708,Travel,DEV_0062,Credit Card,0
TXN_004503,CUST_0433,28.56,2026-04-12 21:27:28.522932,Mumbai,19.076,72.8777,Entertainment,DEV_0095,Credit Card,0
TXN_002756,CUST_0194,43.17,2026-04-12 21:43:38.522932,London,51.5074,-0.1278,Online,DEV_0076,Debit Card,0
TXN_002250,CUST_0298,79.49,2026-04-12 21:56:50.522932,New York,40.7128,-74.006,Food,DEV_0145,Wire Transfer,0
TXN_003834,CUST_0058,103.23,2026-04-12 22:17:05.522932,Paris,48.8566,2.3522,Entertainment,DEV_0161,Mobile Wallet,0
TXN_003938,CUST_0499,90.55,2026-04-12 22:27:56.522932,New York,40.7128,-74.006,Online,DEV_0097,Credit Card,0
TXN_001975,CUST_0255,69.96,2026-04-12 22:41:36.522932,Mumbai,19.076,72.8777,Health,DEV_0082,Mobile Wallet,0
TXN_002036,CUST_0286,85.5,2026-04-12 22:42:20.522932,Paris,48.8566,2.3522,Retail,DEV_0050,Mobile Wallet,0
TXN_000781,CUST_0381,120.42,2026-04-12 22:50:45.522932,London,51.5074,-0.1278,Retail,DEV_0028,Mobile Wallet,0
TXN_002283,CUST_0461,20.03,2026-04-12 23:07:06.522932,Paris,48.8566,2.3522,Services,DEV_0085,Wire Transfer,0
TXN_000477,CUST_0124,44364.18,2026-04-12 23:09:50.522932,London,51.5074,-0.1278,Entertainment,DEV_0138,Debit Card,1
TXN_001738,CUST_0030,78.35,2026-04-12 23:10:19.522932,Tokyo,35.6895,139.6917,Online,DEV_0099,Debit Card,0
TXN_004555,CUST_0280,137.48,2026-04-12 23:19:41.522932,New York,40.7128,-74.006,Travel,DEV_0002,Mobile Wallet,0
TXN_004009,CUST_0002,166.85,2026-04-12 23:21:03.522932,New York,40.7128,-74.006,Entertainment,DEV_0094,Credit Card,0
TXN_003442,CUST_0409,424.95,2026-04-12 23:22:11.522932,Dubai,25.2048,55.2708,Health,DEV_0102,Mobile Wallet,0
TXN_003283,CUST_0236,98.85,2026-04-12 23:27:49.522932,Singapore,1.3521,103.8198,Entertainment,DEV_0167,Credit Card,0
TXN_003446,CUST_0322,525.0,2026-04-13 00:02:36.522932,Singapore,1.3521,103.8198,Online,DEV_0016,Debit Card,0
TXN_002519,CUST_0014,2.38,2026-04-13 00:07:01.522932,Tokyo,35.6895,139.6917,Health,DEV_0180,Mobile Wallet,1
TXN_000172,CUST_0415,28.03,2026-04-13 00:09:21.522932,Dubai,25.2048,55.2708,Food,DEV_0051,Mobile Wallet,0
TXN_001050,CUST_0018,12.09,2026-04-13 00:17:16.522932,Mumbai,19.076,72.8777,Health,DEV_0165,Mobile Wallet,0
TXN_003696,CUST_0169,19.36,2026-04-13 00:29:28.522932,London,51.5074,-0.1278,Health,DEV_0170,Wire Transfer,0
TXN_004606,CUST_0147,158.22,2026-04-13 00:29:54.522932,New York,40.7128,-74.006,Food,DEV_0020,Credit Card,0
TXN_004150,CUST_0469,256.32,2026-04-13 00:49:08.522932,New York,40.7128,-74.006,Services,DEV_0025,Mobile Wallet,0
TXN_001646,CUST_0046,96.44,2026-04-13 00:57:37.522932,Dubai,25.2048,55.2708,Services,DEV_0178,Mobile Wallet,0
TXN_000632,CUST_0351,33959.36,2026-04-13 01:02:27.522932,Paris,48.8566,2.3522,Travel,DEV_0041,Wire Transfer,1
TXN_002065,CUST_0185,134.09,2026-04-13 01:08:08.522932,Dubai,25.2048,55.2708,Retail,DEV_0155,Debit Card,0
TXN_000883,CUST_0400,91.45,2026-04-13 01:11:50.522932,Singapore,1.3521,103.8198,Entertainment,DEV_0124,Debit Card,0
TXN_004973,CUST_0198,30.29,2026-04-13 01:31:05.522932,Paris,48.8566,2.3522,Services,DEV_0091,Wire Transfer,0
TXN_001764,CUST_0115,8.71,2026-04-13 01:31:49.522932,New York,40.7128,-74.006,Services,DEV_0053,Wire Transfer,0
TXN_004169,CUST_0158,73.0,2026-04-13 01:46:07.522932,Mumbai,19.076,72.8777,Health,DEV_0088,Debit Card,0
TXN_000726,CUST_0322,206.9,2026-04-13 01:53:44.522932,Singapore,1.3521,103.8198,Travel,DEV_0016,Credit Card,0
TXN_000088,CUST_0374,65.06,2026-04-13 01:54:14.522932,London,51.5074,-0.1278,Services,DEV_0126,Debit Card,0
TXN_003678,CUST_0153,73.44,2026-04-13 01:55:49.522932,Paris,48.8566,2.3522,Health,DEV_0214,Mobile Wallet,0
TXN_001568,CUST_0487,22.6,2026-04-13 01:57:49.522932,Paris,48.8566,2.3522,Services,DEV_0004,Wire Transfer,0
TXN_003950,CUST_0426,60.05,2026-04-13 02:01:51.522932,Tokyo,35.6895,139.6917,Food,DEV_0247,Mobile Wallet,0
TXN_003711,CUST_0232,124.76,2026-04-13 02:07:04.522932,Dubai,25.2048,55.2708,Health,DEV_0001,Mobile Wallet,0
TXN_004639,CUST_0417,147.16,2026-04-13 02:10:05.522932,New York,40.7128,-74.006,Health,DEV_0050,Wire Transfer,0
TXN_000280,CUST_0211,250.12,2026-04-13 02:10:50.522932,Tokyo,35.6895,139.6917,Health,DEV_0215,Debit Card,0
TXN_003431,CUST_0474,38.15,2026-04-13 02:27:15.522932,New York,40.7128,-74.006,Travel,DEV_0071,Debit Card,0
TXN_004111,CUST_0439,20.91,2026-04-13 02:43:03.522932,Singapore,1.3521,103.8198,Entertainment,DEV_0057,Credit Card,0
TXN_000253,CUST_0082,60.44,2026-04-13 02:50:59.522932,Dubai,25.2048,55.2708,Online,DEV_0217,Debit Card,0
TXN_001672,CUST_0007,23.42,2026-04-13 03:13:51.522932,Dubai,25.2048,55.2708,Health,DEV_0062,Mobile Wallet,0
TXN_001670,CUST_0065,105.51,2026-04-13 03:14:19.522932,Mumbai,19.076,72.8777,Entertainment,DEV_0030,Debit Card,0
TXN_000130,CUST_0323,39.84,2026-04-13 03:23:10.522932,Tokyo,35.6895,139.6917,Entertainment,DEV_0074,Debit Card,0
TXN_002376,CUST_0419,25.57,2026-04-13 03:35:16.522932,London,51.5074,-0.1278,Food,DEV_0075,Credit Card,0
TXN_004784,CUST_0471,16.07,2026-04-13 03:48:38.522932,London,51.5074,-0.1278,Retail,DEV_0144,Wire Transfer,0
TXN_001993,CUST_0451,24.6,2026-04-13 03:52:09.522932,Mumbai,19.076,72.8777,Food,DEV_0103,Credit Card,0
TXN_000507,CUST_0228,263.8,2026-04-13 03:57:27.522932,Tokyo,35.6895,139.6917,Online,DEV_0174,Wire Transfer,0
TXN_003107,CUST_0445,51.4,2026-04-13 04:13:56.522932,Tokyo,35.6895,139.6917,Services,DEV_0049,Credit Card,0
TXN_000476,CUST_0038,41.07,2026-04-13 04:29:19.522932,Tokyo,35.6895,139.6917,Health,DEV_0006,Wire Transfer,0
TXN_000263,CUST_0340,42.11,2026-04-13 04:31:17.522932,Dubai,25.2048,55.2708,Retail,DEV_0190,Mobile Wallet,0
TXN_002188,CUST_0145,22.39,2026-04-13 04:32:02.522932,New York,40.7128,-74.006,Food,DEV_0075,Wire Transfer,0
TXN_002368,CUST_0237,5.28,2026-04-13 04:40:30.522932,London,51.5074,-0.1278,Online,DEV_0003,Debit Card,1
TXN_004665,CUST_0285,36882.52,2026-04-13 04:56:16.522932,Tokyo,35.6895,139.6917,Food,DEV_0191,Wire Transfer,1
TXN_002815,CUST_0162,56.63,2026-04-13 05:00:46.522932,Tokyo,35.6895,139.6917,Health,DEV_0190,Credit Card,0
TXN_002961,CUST_0215,77.4,2026-04-13 05:01:34.522932,Paris,48.8566,2.3522,Food,DEV_0229,Debit Card,0
TXN_002053,CUST_0307,18.35,2026-04-13 05:07:25.522932,Singapore,1.3521,103.8198,Health,DEV_0049,Debit Card,0
TXN_001235,CUST_0041,119.44,2026-04-13 05:09:19.522932,Tokyo,35.6895,139.6917,Online,DEV_0013,Wire Transfer,0
TXN_001444,CUST_0281,22.02,2026-04-13 05:12:43.522932,London,51.5074,-0.1278,Services,DEV_0177,Mobile Wallet,0
TXN_000029,CUST_0486,35.28,2026-04-13 05:19:19.522932,London,51.5074,-0.1278,Online,DEV_0014,Debit Card,0
TXN_003832,CUST_0144,68.87,2026-04-13 05:20:57.522932,Mumbai,19.076,72.8777,Entertainment,DEV_0056,Credit Card,0
TXN_002075,CUST_0128,31.59,2026-04-13 05:39:38.522932,Paris,48.8566,2.3522,Food,DEV_0152,Credit Card,0
TXN_000989,CUST_0444,119.78,2026-04-13 06:01:38.522932,London,51.5074,-0.1278,Food,DEV_0130,Credit Card,0
TXN_004694,CUST_0000,51.85,2026-04-13 06:08:51.522932,Mumbai,19.076,72.8777,Retail,DEV_0155,Credit Card,0
TXN_000255,CUST_0440,7.83,2026-04-13 06:13:55.522932,Singapore,1.3521,103.8198,Health,DEV_0101,Wire Transfer,1
TXN_002623,CUST_0321,8.63,2026-04-13 06:17:57.522932,Mumbai,19.076,72.8777,Health,DEV_0159,Credit Card,0
TXN_004103,CUST_0359,62.75,2026-04-13 06:26:33.522932,Mumbai,19.076,72.8777,Online,DEV_0004,Debit Card,0
TXN_004365,CUST_0081,34.94,2026-04-13 06:34:15.522932,Dubai,25.2048,55.2708,Travel,DEV_0001,Debit Card,0
TXN_002267,CUST_0185,12.08,2026-04-13 06:41:42.522932,Dubai,25.2048,55.2708,Health,DEV_0155,Debit Card,0
TXN_004539,CUST_0181,57.73,2026-04-13 06:44:36.522932,Dubai,25.2048,55.2708,Entertainment,DEV_0108,Credit Card,0
TXN_003028,CUST_0106,37.84,2026-04-13 06:45:55.522932,Mumbai,19.076,72.8777,Health,DEV_0012,Mobile Wallet,0
TXN_000306,CUST_0236,31575.57,2026-04-13 06:50:21.522932,Paris,48.8566,2.3522,Services,DEV_0059,Debit Card,1
TXN_004882,CUST_0251,53.57,2026-04-13 07:04:37.522932,Singapore,1.3521,103.8198,Travel,DEV_0214,Credit Card,0
TXN_002884,CUST_0378,29.88,2026-04-13 07:04:49.522932,Paris,48.8566,2.3522,Travel,DEV_0207,Wire Transfer,0
TXN_000461,CUST_0368,22.64,2026-04-13 07:10:28.522932,Mumbai,19.076,72.8777,Online,DEV_0150,Credit Card,0
TXN_000321,CUST_0149,38.71,2026-04-13 07:26:05.522932,New York,40.7128,-74.006,Health,DEV_0161,Debit Card,0
TXN_000113,CUST_0068,73.17,2026-04-13 07:26:07.522932,Dubai,25.2048,55.2708,Health,DEV_0177,Credit Card,0
TXN_002663,CUST_0095,46.9,2026-04-13 07:32:50.522932,Tokyo,35.6895,139.6917,Travel,DEV_0063,Wire Transfer,0
TXN_004056,CUST_0068,116.77,2026-04-13 07:43:00.522932,Dubai,25.2048,55.2708,Services,DEV_0098,Wire Transfer,0
TXN_000803,CUST_0371,78.77,2026-04-13 08:00:33.522932,Tokyo,35.6895,139.6917,Travel,DEV_0070,Credit Card,0
TXN_000973,CUST_0263,44.16,2026-04-13 08:09:43.522932,London,51.5074,-0.1278,Online,DEV_0109,Wire Transfer,0
TXN_003756,CUST_0443,9.99,2026-04-13 08:31:55.522932,New York,40.7128,-74.006,Health,DEV_0157,Wire Transfer,0
TXN_004483,CUST_0498,18.77,2026-04-13 08:32:15.522932,Singapore,1.3521,103.8198,Travel,DEV_0104,Debit Card,0
TXN_002954,CUST_0214,1.18,2026-04-13 09:31:36.522932,New York,40.7128,-74.006,Retail,DEV_0078,Debit Card,1
TXN_002831,CUST_0478,8.98,2026-04-13 09:37:27.522932,Paris,48.8566,2.3522,Food,DEV_0069,Debit Card,0
TXN_002979,CUST_0046,32.49,2026-04-13 09:39:34.522932,Dubai,25.2048,55.2708,Services,DEV_0178,Mobile Wallet,0
TXN_000001,CUST_0338,41.62,2026-04-13 09:43:48.522932,Tokyo,35.6895,139.6917,Services,DEV_0184,Credit Card,0
TXN_001297,CUST_0459,12.9,2026-04-13 09:49:12.522932,Tokyo,35.6895,139.6917,Retail,DEV_0007,Credit Card,0
TXN_003709,CUST_0446,236.61,2026-04-13 09:54:16.522932,New York,40.7128,-74.006,Online,DEV_0066,Credit Card,0
TXN_004374,CUST_0301,15570.34,2026-04-13 10:01:09.522932,London,51.5074,-0.1278,Entertainment,DEV_0119,Debit Card,1
TXN_000593,CUST_0231,616.79,2026-04-13 10:06:29.522932,Singapore,1.3521,103.8198,Entertainment,DEV_0179,Debit Card,0
TXN_003216,CUST_0124,96.28,2026-04-13 10:09:24.522932,Singapore,1.3521,103.8198,Services,DEV_0125,Wire Transfer,0
TXN_001317,CUST_0291,62.78,2026-04-13 10:14:25.522932,London,51.5074,-0.1278,Travel,DEV_0087,Mobile Wallet,0
TXN_001625,CUST_0183,47.85,2026-04-13 10:17:52.522932,Dubai,25.2048,55.2708,Health,DEV_0096,Wire Transfer,0
TXN_001902,CUST_0237,6.52,2026-04-13 10:19:29.522932,Paris,48.8566,2.3522,Online,DEV_0159,Wire Transfer,1
TXN_000815,CUST_0133,69.78,2026-04-13 10:26:04.522932,Dubai,25.2048,55.2708,Entertainment,DEV_0165,Debit Card,0
TXN_004595,CUST_0458,38.0,2026-04-13 10:38:54.522932,Mumbai,19.076,72.8777,Retail,DEV_0015,Wire Transfer,0
TXN_001247,CUST_0047,329.55,2026-04-13 10:56:12.522932,Dubai,25.2048,55.2708,Services,DEV_0202,Mobile Wallet,0
TXN_002213,CUST_0463,107.28,2026-04-13 10:56:52.522932,Mumbai,19.076,72.8777,Services,DEV_0244,Mobile Wallet,0
TXN_002253,CUST_0369,367.67,2026-04-13 10:57:22.522932,Mumbai,19.076,72.8777,Travel,DEV_0013,Credit Card,0
TXN_001714,CUST_0103,67.76,2026-04-13 11:14:08.522932,Singapore,1.3521,103.8198,Travel,DEV_0079,Wire Transfer,0
TXN_002593,CUST_0000,266.88,2026-04-13 11:41:47.522932,Mumbai,19.076,72.8777,Travel,DEV_0155,Debit Card,0
TXN_002968,CUST_0330,86.13,2026-04-13 11:48:11.522932,Mumbai,19.076,72.8777,Retail,DEV_0040,Wire Transfer,0
TXN_001693,CUST_0404,62.07,2026-04-13 11:48:59.522932,Dubai,25.2048,55.2708,Health,DEV_0145,Credit Card,0
TXN_003366,CUST_0062,51.76,2026-04-13 11:50:39.522932,Dubai,25.2048,55.2708,Health,DEV_0018,Wire Transfer,0
TXN_000466,CUST_0296,79.51,2026-04-13 11:54:31.522932,Singapore,1.3521,103.8198,Travel,DEV_0016,Credit Card,0
TXN_000584,CUST_0075,160.37,2026-04-13 12:11:40.522932,Paris,48.8566,2.3522,Online,DEV_0064,Mobile Wallet,0
TXN_000171,CUST_0477,167.26,2026-04-13 12:13:08.522932,Singapore,1.3521,103.8198,Travel,DEV_0131,Debit Card,0
TXN_001740,CUST_0277,114.15,2026-04-13 12:13:39.522932,New York,40.7128,-74.006,Health,DEV_0065,Mobile Wallet,0
TXN_001618,CUST_0049,55.6,2026-04-13 12:26:10.522932,Singapore,1.3521,103.8198,Retail,DEV_0239,Mobile Wallet,0
TXN_001951,CUST_0154,14.39,2026-04-13 12:38:29.522932,London,51.5074,-0.1278,Online,DEV_0198,Wire Transfer,0
TXN_000908,CUST_0355,58.83,2026-04-13 12:40:16.522932,Paris,48.8566,2.3522,Online,DEV_0071,Debit Card,0
TXN_002153,CUST_0330,53.22,2026-04-13 12:51:05.522932,Mumbai,19.076,72.8777,Health,DEV_0040,Credit Card,0
TXN_002108,CUST_0277,102.96,2026-04-13 13:47:42.522932,New York,40.7128,-74.006,Online,DEV_0065,Wire Transfer,0
TXN_004471,CUST_0128,65.64,2026-04-13 13:52:18.522932,Paris,48.8566,2.3522,Services,DEV_0202,Debit Card,0
TXN_003503,CUST_0376,20.26,2026-04-13 14:09:36.522932,Dubai,25.2048,55.2708,Travel,DEV_0171,Mobile Wallet,0
TXN_001091,CUST_0083,87.51,2026-04-13 14:17:29.522932,Mumbai,19.076,72.8777,Services,DEV_0210,Debit Card,0
TXN_002692,CUST_0325,63.56,2026-04-13 14:21:15.522932,London,51.5074,-0.1278,Online,DEV_0243,Debit Card,0
TXN_002813,CUST_0355,30.79,2026-04-13 14:23:28.522932,New York,40.7128,-74.006,Entertainment,DEV_0071,Mobile Wallet,0
TXN_000964,CUST_0101,16.1,2026-04-13 14:34:50.522932,Tokyo,35.6895,139.6917,Retail,DEV_0116,Wire Transfer,0
TXN_004126,CUST_0075,60.39,2026-04-13 14:44:48.522932,Paris,48.8566,2.3522,Retail,DEV_0064,Credit Card,0
TXN_000025,CUST_0468,66.65,2026-04-13 14:53:22.522932,Singapore,1.3521,103.8198,Services,DEV_0221,Mobile Wallet,0
TXN_001602,CUST_0150,34.5,2026-04-13 15:26:37.522932,Paris,48.8566,2.3522,Health,DEV_0096,Mobile Wallet,0
TXN_000600,CUST_0188,76.12,2026-04-13 15:30:27.522932,Singapore,1.3521,103.8198,Services,DEV_0143,Mobile Wallet,0
TXN_000230,CUST_0491,43.57,2026-04-13 15:32:58.522932,Singapore,1.3521,103.8198,Food,DEV_0210,Debit Card,0
TXN_002782,CUST_0073,7.36,2026-04-13 15:35:30.522932,Dubai,25.2048,55.2708,Entertainment,DEV_0031,Credit Card,0
TXN_004020,CUST_0410,65.96,2026-04-13 15:58:49.522932,New York,40.7128,-74.006,Health,DEV_0032,Mobile Wallet,0
TXN_003564,CUST_0481,71.99,2026-04-13 15:59:26.522932,Mumbai,19.076,72.8777,Food,DEV_0035,Credit Card,0
TXN_002951,CUST_0121,6.8,2026-04-13 16:09:11.522932,Mumbai,19.076,72.8777,Health,DEV_0226,Mobile Wallet,0
TXN_000822,CUST_0411,37.54,2026-04-13 16:19:43.522932,Tokyo,35.6895,139.6917,Services,DEV_0148,Mobile Wallet,0
TXN_001319,CUST_0125,20.95,2026-04-13 16:27:33.522932,Tokyo,35.6895,139.6917,Health,DEV_0240,Mobile Wallet,0
TXN_002741,CUST_0032,31.93,2026-04-13 16:33:08.522932,Singapore,1.3521,103.8198,Travel,DEV_0119,Debit Card,0
TXN_003464,CUST_0483,227.63,2026-04-13 16:38:14.522932,Dubai,25.2048,55.2708,Services,DEV_0159,Wire Transfer,0
TXN_004686,CUST_0125,48.12,2026-04-13 16:59:53.522932,Tokyo,35.6895,139.6917,Retail,DEV_0240,Mobile Wallet,0
TXN_004644,CUST_0283,54.39,2026-04-13 17:06:40.522932,Paris,48.8566,2.3522,Travel,DEV_0049,Debit Card,0
TXN_001820,CUST_0465,130.05,2026-04-13 17:15:00.522932,Paris,48.8566,2.3522,Retail,DEV_0008,Mobile Wallet,0
TXN_004525,CUST_0046,109.27,2026-04-13 17:18:25.522932,Dubai,25.2048,55.2708,Services,DEV_0192,Wire Transfer,0
TXN_004465,CUST_0322,39.52,2026-04-13 17:18:53.522932,Singapore,1.3521,103.8198,Services,DEV_0114,Wire Transfer,0
TXN_000765,CUST_0017,54.46,2026-04-13 17:34:37.522932,Dubai,25.2048,55.2708,Services,DEV_0127,Debit Card,0
TXN_004125,CUST_0361,12.36,2026-04-13 17:35:44.522932,Tokyo,35.6895,139.6917,Retail,DEV_0064,Credit Card,0
TXN_004806,CUST_0148,68.56,2026-04-13 17:43:55.522932,Paris,48.8566,2.3522,Entertainment,DEV_0224,Wire Transfer,0
TXN_000413,CUST_0473,33.61,2026-04-13 17:48:08.522932,Tokyo,35.6895,139.6917,Food,DEV_0022,Debit Card,0
